date,open,high,low,close,volume
2018-12-28,6.27,6.5,6.27,6.35,19273.0
2018-12-27,6.49,6.55,6.25,6.27,18142.0
2018-12-26,6.45,6.54,6.37,6.4,21441.0
2018-12-25,6.6,6.6,6.23,6.43,26606.0
2018-12-24,6.53,6.68,6.46,6.62,17225.0
2018-12-21,6.57,6.62,6.45,6.54,20808.0
2018-12-20,6.54,6.64,6.49,6.61,19684.0
2018-12-19,6.78,6.85,6.53,6.56,30329.0
2018-12-18,6.95,6.97,6.65,6.78,30705.0
2018-12-17,6.83,7.01,6.78,6.98,31808.0
2018-12-14,7.2,7.3,6.88,6.95,63702.0
2018-12-13,7.13,7.45,7.0,7.36,108101.0
2018-12-12,7.06,7.18,7.03,7.06,50900.0
2018-12-11,7.07,7.19,6.91,7.15,69213.0
2018-12-10,7.35,7.4,6.93,7.06,144217.0
2018-12-07,6.92,7.59,6.75,7.59,138625.0
2018-12-06,6.83,7.18,6.77,6.9,75437.0
2018-12-05,6.91,7.03,6.75,6.84,66854.0
2018-12-04,7.12,7.33,6.97,7.02,122105.0
2018-12-03,6.35,6.9,6.35,6.9,33654.0
2018-11-30,6.3,6.34,6.1,6.27,14328.0
2018-11-29,6.51,6.54,6.25,6.26,16519.0
2018-11-28,6.36,6.47,6.23,6.47,12866.0
2018-11-27,6.42,6.43,6.32,6.38,12519.0
2018-11-26,6.3,6.44,6.0,6.4,15471.0
2018-11-23,6.54,6.62,6.25,6.3,25049.0
2018-11-22,6.47,6.58,6.46,6.53,15104.0
2018-11-21,6.32,6.54,6.32,6.48,20651.0
2018-11-20,6.65,6.67,6.36,6.38,26266.0
2018-11-19,6.54,6.73,6.52,6.68,30427.0
2018-11-16,6.49,6.65,6.47,6.54,28147.0
2018-11-15,6.37,6.53,6.36,6.49,23738.0
2018-11-14,6.38,6.49,6.34,6.36,20907.0
2018-11-13,6.25,6.5,6.22,6.43,22738.0
2018-11-12,6.19,6.31,6.15,6.29,18815.0
2018-11-09,6.14,6.19,6.1,6.15,7406.0
2018-11-08,6.17,6.25,6.14,6.15,12115.0
2018-11-07,6.12,6.24,6.11,6.12,16062.0
2018-11-06,6.2,6.2,6.05,6.17,17878.0
2018-11-05,6.13,6.27,6.08,6.2,15953.0
2018-11-02,6.08,6.18,6.08,6.17,19737.0
2018-11-01,6.02,6.14,6.02,6.03,18260.0
2018-10-31,5.95,6.04,5.95,6.0,13074.0
2018-10-30,5.78,5.99,5.77,5.95,10583.0
2018-10-29,6.0,6.03,5.84,5.87,11320.0
2018-10-26,6.07,6.13,6.01,6.05,14835.0
2018-10-25,5.88,6.11,5.88,6.07,16564.0
