date,open,high,low,close,volume
2018-12-28,2483.62,2505.11,2478.32,2493.9,119245250.0
2018-12-27,2527.72,2532.0,2483.09,2483.09,135406843.0
2018-12-26,2501.12,2513.83,2492.08,2498.29,108799629.0
2018-12-25,2503.95,2513.96,2462.84,2504.82,140670560.0
2018-12-24,2506.74,2529.44,2500.44,2527.01,97339852.0
2018-12-21,2526.55,2527.42,2498.69,2516.25,115671200.0
2018-12-20,2544.51,2554.86,2516.02,2536.27,120566496.0
2018-12-19,2578.68,2579.87,2547.08,2549.56,107661797.0
2018-12-18,2583.63,2599.15,2563.57,2576.65,117033370.0
2018-12-17,2587.26,2598.97,2573.87,2597.97,117363250.0
2018-12-14,2627.28,2629.16,2593.74,2593.74,145942488.0
2018-12-13,2607.14,2645.84,2599.46,2634.05,150738115.0
2018-12-12,2608.11,2610.01,2595.07,2602.15,103518301.0
2018-12-11,2587.01,2596.15,2583.2,2594.09,101304364.0
2018-12-10,2589.19,2599.76,2576.24,2584.58,113199669.0
2018-12-07,2609.34,2614.58,2599.28,2605.89,109074993.0
2018-12-06,2629.82,2633.68,2603.13,2605.18,141661650.0
2018-12-05,2629.83,2660.39,2625.91,2649.81,154502056.0
2018-12-04,2651.56,2666.08,2644.9,2665.96,167940558.0
2018-12-03,2647.13,2665.3,2629.18,2654.8,207478955.0
2018-11-30,2564.56,2590.21,2555.32,2588.19,139329021.0
2018-11-29,2613.78,2617.55,2567.44,2567.44,157168738.0
2018-11-28,2575.45,2601.96,2561.56,2601.74,145963473.0
2018-11-27,2585.83,2592.54,2566.17,2574.68,123658436.0
2018-11-26,2580.84,2595.0,2568.04,2575.81,134314540.0
2018-11-23,2640.67,2642.04,2577.35,2579.48,191474549.0
2018-11-22,2655.9,2658.0,2634.48,2645.43,149309063.0
2018-11-21,2619.82,2653.8,2617.78,2651.51,182596447.0
2018-11-20,2684.29,2690.83,2643.36,2645.85,215891309.0
2018-11-19,2681.9,2703.51,2674.18,2703.51,231662827.0
2018-11-16,2669.78,2695.57,2657.03,2679.11,242198849.0
2018-11-15,2632.14,2668.17,2631.89,2668.17,207848721.0
2018-11-14,2648.31,2658.31,2627.96,2632.24,238449351.0
2018-11-13,2600.5,2666.49,2597.35,2654.88,249282447.0
2018-11-12,2593.2,2631.17,2590.21,2630.52,175031308.0
2018-11-09,2621.24,2621.24,2598.16,2598.87,152446307.0
2018-11-08,2660.09,2662.37,2632.3,2635.63,159635487.0
2018-11-07,2659.84,2675.68,2639.25,2641.34,173201986.0
2018-11-06,2660.72,2660.86,2635.32,2659.36,163669479.0
2018-11-05,2665.43,2673.19,2639.27,2665.43,193760100.0
2018-11-02,2649.25,2676.48,2628.87,2676.48,225026921.0
2018-11-01,2617.03,2636.8,2603.65,2606.24,200903932.0
2018-10-31,2573.01,2612.92,2567.03,2602.78,180550348.0
2018-10-30,2538.57,2586.92,2521.78,2568.05,166682309.0
2018-10-29,2593.59,2595.54,2529.19,2542.1,134241923.0
2018-10-26,2610.9,2626.12,2580.85,2598.85,158936119.0
2018-10-25,2540.93,2606.1,2531.53,2603.8,162032979.0
2018-10-24,2579.97,2640.4,2577.77,2603.3,160060407.0
2018-10-23,2652.65,2659.81,2583.26,2594.83,178343543.0
