date,open,high,low,close,volume
2018-12-28,7229.87,7282.5,7174.9,7239.79,155838073.0
2018-12-27,7402.6,7415.92,7215.34,7215.34,175911460.0
2018-12-26,7323.99,7369.84,7277.56,7289.55,159524916.0
2018-12-25,7308.61,7362.07,7180.08,7332.35,195489964.0
2018-12-24,7315.26,7393.71,7293.15,7392.56,143034691.0
2018-12-21,7399.15,7405.27,7283.76,7337.6,159820138.0
2018-12-20,7402.2,7445.05,7363.77,7426.44,152721237.0
2018-12-19,7541.5,7548.72,7407.46,7418.69,145332893.0
2018-12-18,7540.96,7609.39,7473.45,7530.32,155100982.0
2018-12-17,7599.01,7618.68,7515.46,7592.65,158891081.0
2018-12-14,7785.29,7792.74,7624.73,7629.65,198374170.0
2018-12-13,7717.47,7849.66,7679.02,7808.04,196499945.0
2018-12-12,7721.82,7737.24,7675.26,7698.02,161508633.0
2018-12-11,7642.16,7685.4,7628.15,7685.4,159567339.0
2018-12-10,7663.26,7698.53,7606.0,7624.86,166805874.0
2018-12-07,7741.73,7765.14,7712.27,7733.89,166896830.0
2018-12-06,7854.59,7872.45,7725.99,7735.05,208415908.0
2018-12-05,7825.12,7972.98,7808.74,7928.51,224383040.0
2018-12-04,7916.55,7954.31,7890.66,7953.72,223747635.0
2018-12-03,7901.83,7968.09,7835.23,7938.47,265804513.0
2018-11-30,7583.84,7688.88,7537.92,7681.75,187016048.0
2018-11-29,7800.57,7820.45,7597.01,7597.01,217859137.0
2018-11-28,7633.37,7757.07,7572.65,7757.07,217484841.0
2018-11-27,7657.8,7682.76,7589.0,7635.16,180528488.0
2018-11-26,7627.4,7682.2,7586.6,7615.91,178770560.0
2018-11-23,7882.85,7889.13,7616.47,7636.7,263332907.0
2018-11-22,7929.79,7950.97,7857.81,7893.99,224810827.0
2018-11-21,7786.78,7919.07,7776.56,7908.47,241088341.0
2018-11-20,8031.36,8054.24,7870.41,7879.52,285221202.0
2018-11-19,8050.55,8108.85,8014.57,8108.85,295374960.0
2018-11-16,8003.47,8116.73,7959.14,8062.29,317727575.0
2018-11-15,7889.92,8002.1,7884.34,8002.1,281944308.0
2018-11-14,7942.08,7990.45,7894.21,7908.55,314971609.0
2018-11-13,7733.11,8008.11,7718.68,7963.66,353815384.0
2018-11-12,7634.82,7832.82,7622.47,7832.29,249652881.0
2018-11-09,7650.17,7705.26,7626.17,7648.55,193795530.0
2018-11-08,7813.63,7823.6,7692.34,7698.02,209202169.0
2018-11-07,7783.13,7871.17,7745.39,7752.04,226640511.0
2018-11-06,7807.09,7807.09,7701.51,7791.25,210422863.0
2018-11-05,7831.82,7895.54,7733.14,7839.08,259786875.0
2018-11-02,7763.49,7867.54,7709.44,7867.54,268299637.0
2018-11-01,7568.2,7689.57,7558.4,7567.79,235785443.0
2018-10-31,7385.98,7526.6,7373.75,7482.83,194478329.0
2018-10-30,7271.96,7451.66,7189.35,7375.23,188857671.0
2018-10-29,7449.64,7450.38,7290.82,7322.24,155114072.0
2018-10-26,7582.77,7621.38,7476.13,7504.72,184356987.0
2018-10-25,7334.52,7543.11,7305.77,7529.41,191703396.0
2018-10-24,7531.6,7653.24,7484.63,7545.11,183170082.0
2018-10-23,7752.18,7769.52,7523.07,7574.99,221267195.0
2018-10-22,7464.92,7816.82,7464.92,7748.82,257882927.0
2018-10-19,7097.04,7390.92,7084.44,7387.74,184794328.0
2018-10-18,7309.0,7316.19,7182.39,7187.49,162453342.0
2018-10-17,7390.69,7419.21,7206.34,7365.21,171300148.0
2018-10-16,7444.94,7493.15,7263.29,7298.98,157665052.0
2018-10-15,7571.71,7622.03,7430.96,7444.48,157507890.0
2018-10-12,7484.86,7595.93,7331.81,7558.28,210084270.0
2018-10-11,7753.03,7803.29,7481.9,7524.09,234967642.0
2018-10-10,8062.46,8090.22,7952.13,8010.69,139300394.0
2018-10-09,8083.23,8132.15,8013.19,8046.39,134621899.0
2018-10-08,8225.84,8249.39,8055.98,8060.83,164590316.0
2018-09-28,8351.63,8405.98,8317.48,8401.09,155515372.0
2018-09-27,8411.18,8434.87,8331.78,8334.75,191355630.0
2018-09-26,8369.52,8485.68,8344.72,8420.54,182897175.0
2018-09-25,8336.75,8390.65,8311.93,8353.38,149970129.0
2018-09-21,8258.02,8419.47,8216.68,8409.18,197594126.0
2018-09-20,8241.7,8295.13,8218.38,8233.89,177806991.0
2018-09-19,8111.24,8313.62,8097.23,8248.12,200529784.0
2018-09-18,7970.45,8133.9,7958.52,8133.22,160542170.0
2018-09-17,8068.06,8074.79,7977.44,7999.35,141937347.0
2018-09-14,8173.56,8180.7,8090.4,8113.88,160010224.0
2018-09-13,8196.21,8227.2,8038.12,8163.76,156021949.0
2018-09-12,8162.17,8196.86,8095.01,8111.16,128076090.0
2018-09-11,8155.95,8216.62,8112.0,8168.1,135954583.0
2018-09-10,8310.46,8311.92,8155.35,8158.49,155414176.0
2018-09-07,8344.57,8462.39,8270.4,8322.36,160347052.0
2018-09-06,8369.3,8450.89,8295.48,8324.16,144449452.0
2018-09-05,8519.57,8536.84,8402.51,8402.51,166313903.0
2018-09-04,8454.14,8573.2,8420.88,8554.44,161407196.0
2018-09-03,8440.95,8459.95,8344.93,8455.55,145309019.0
2018-08-31,8509.27,8536.06,8425.35,8465.47,138909481.0
2018-08-30,8666.9,8701.04,8543.79,8552.8,157376475.0
2018-08-29,8716.82,8724.81,8649.73,8678.26,154352065.0
2018-08-28,8731.64,8758.71,8693.52,8733.75,162576031.0
2018-08-27,8511.37,8728.56,8511.37,8728.56,178436151.0
2018-08-24,8480.22,8544.25,8438.08,8484.74,140519861.0
2018-08-23,8446.98,8543.42,8411.74,8501.39,140125085.0
2018-08-22,8533.43,8533.43,8440.58,8454.75,133426219.0
2018-08-21,8419.79,8561.79,8396.58,8549.06,148513880.0
2018-08-20,8355.0,8414.15,8241.14,8414.15,149839733.0
2018-08-17,8573.57,8597.79,8341.1,8357.04,152746928.0
