date,open,high,low,close,volume
2018-12-28,2600.61,2623.16,2595.05,2611.38,119078887.0
2018-12-27,2646.85,2651.32,2600.05,2600.05,135241303.0
2018-12-26,2618.95,2632.28,2609.48,2616.0,108623098.0
2018-12-25,2621.86,2632.43,2578.82,2622.83,140440252.0
2018-12-24,2624.81,2648.63,2618.19,2646.07,97195310.0
2018-12-21,2645.53,2646.45,2616.36,2634.8,115472773.0
2018-12-20,2664.37,2675.25,2634.48,2655.73,120415794.0
2018-12-19,2700.24,2701.51,2667.08,2669.68,107553955.0
2018-12-18,2705.41,2721.7,2684.41,2698.11,116895406.0
2018-12-17,2709.21,2721.5,2695.19,2720.47,117235808.0
2018-12-14,2751.15,2753.13,2716.0,2716.0,145785848.0
2018-12-13,2730.07,2770.62,2721.99,2758.25,150535652.0
2018-12-12,2731.12,2733.09,2717.42,2724.83,103354072.0
2018-12-11,2708.97,2718.55,2704.96,2716.38,101159615.0
2018-12-10,2711.2,2722.33,2697.67,2706.42,113018318.0
2018-12-07,2732.36,2737.85,2721.8,2728.72,108946222.0
2018-12-06,2753.81,2757.88,2725.85,2727.99,141436169.0
2018-12-05,2753.8,2785.88,2749.72,2774.79,154195194.0
2018-12-04,2776.59,2791.82,2769.59,2791.68,167683765.0
2018-12-03,2772.03,2791.01,2753.13,2779.99,207072453.0
2018-11-30,2685.42,2712.31,2675.68,2710.17,138800579.0
2018-11-29,2737.04,2741.0,2688.42,2688.42,156922171.0
2018-11-28,2696.86,2724.65,2682.3,2724.4,145709402.0
2018-11-27,2707.79,2714.78,2687.12,2696.05,123425790.0
2018-11-26,2702.55,2717.39,2689.12,2697.27,134070058.0
2018-11-23,2765.18,2766.63,2698.88,2701.1,191019192.0
2018-11-22,2781.17,2783.38,2758.71,2770.17,149116552.0
2018-11-21,2743.37,2778.97,2741.24,2776.56,182271023.0
2018-11-20,2810.92,2817.82,2768.05,2770.67,215434611.0
2018-11-19,2808.37,2831.06,2800.27,2831.06,231161904.0
2018-11-16,2795.72,2822.67,2782.31,2805.43,241444417.0
2018-11-15,2756.31,2794.03,2756.05,2794.03,207305360.0
2018-11-14,2773.32,2783.75,2751.92,2756.42,237959835.0
2018-11-13,2723.2,2792.39,2719.91,2780.22,248807565.0
2018-11-12,2715.61,2755.41,2712.48,2754.72,174749255.0
2018-11-09,2745.0,2745.0,2720.82,2721.56,152145367.0
2018-11-08,2785.78,2788.16,2756.61,2760.11,159328466.0
2018-11-07,2785.49,2802.12,2763.89,2766.1,172907621.0
