Date,High,Low,Open,Close,Volume,Adj Close
2009-12-31,112.80000305175781,111.38999938964844,112.7699966430664,111.44000244140625,90637900.0,92.96878814697266
2010-01-04,113.38999938964844,111.51000213623047,112.37000274658203,113.33000183105469,118944600.0,94.54549407958984
2010-01-05,113.68000030517578,112.8499984741211,113.26000213623047,113.62999725341797,111579900.0,94.79578399658203
2010-01-06,113.98999786376953,113.43000030517578,113.5199966430664,113.70999908447266,116074400.0,94.8625259399414
2010-01-07,114.33000183105469,113.18000030517578,113.5,114.19000244140625,131091100.0,95.26295471191406
2010-01-08,114.62000274658203,113.66000366210938,113.88999938964844,114.56999969482422,126402800.0,95.57997131347656
2010-01-11,115.12999725341797,114.23999786376953,115.08000183105469,114.7300033569336,106375700.0,95.71345520019531
2010-01-12,114.20999908447266,113.22000122070312,113.97000122070312,113.66000366210938,163333500.0,94.82080078125
2010-01-13,114.94000244140625,113.37000274658203,113.94999694824219,114.62000274658203,161822000.0,95.62169647216797
2010-01-14,115.13999938964844,114.41999816894531,114.48999786376953,114.93000030517578,115718800.0,95.88029479980469
2010-01-15,114.83999633789062,113.19999694824219,114.7300033569336,113.63999938964844,212283100.0,94.80411529541016
2010-01-19,115.12999725341797,113.58999633789062,113.62000274658203,115.05999755859375,139172700.0,95.9887466430664
2010-01-20,114.44999694824219,112.9800033569336,114.27999877929688,113.88999938964844,216490200.0,95.01268005371094
2010-01-21,114.2699966430664,111.55999755859375,113.91999816894531,111.69999694824219,344859600.0,93.1856689453125
2010-01-22,111.73999786376953,109.08999633789062,111.19999694824219,109.20999908447266,345942400.0,91.1083984375
2010-01-25,110.41000366210938,109.41000366210938,110.20999908447266,109.7699966430664,186937500.0,91.5755615234375
2010-01-26,110.47000122070312,109.04000091552734,109.33999633789062,109.30999755859375,211168800.0,91.19181823730469
2010-01-27,110.08000183105469,108.33000183105469,109.16999816894531,109.83000183105469,271863600.0,91.62559509277344
2010-01-28,110.25,107.91000366210938,110.19000244140625,108.56999969482422,316104000.0,90.57447052001953
2010-01-29,109.80000305175781,107.22000122070312,109.04000091552734,107.38999938964844,310677600.0,89.59005737304688
2010-02-01,109.06999969482422,107.5,108.1500015258789,109.05999755859375,187865000.0,90.98323822021484
2010-02-02,110.58999633789062,108.87999725341797,109.26000213623047,110.37999725341797,216327900.0,92.0844497680664
2010-02-03,110.4800033569336,109.51000213623047,109.87999725341797,109.83000183105469,172730700.0,91.62559509277344
2010-02-04,109.02999877929688,106.41999816894531,108.9800033569336,106.44000244140625,356715700.0,88.79753112792969
2010-02-05,106.87999725341797,104.58000183105469,106.55999755859375,106.66000366210938,493585800.0,88.9810562133789
2010-02-08,107.33000183105469,105.80999755859375,106.73999786376953,105.88999938964844,224166900.0,88.33868408203125
2010-02-09,108.1500015258789,106.2699966430664,107.12999725341797,107.22000122070312,337820500.0,89.4482650756836
2010-02-10,107.5999984741211,106.11000061035156,107.05000305175781,107.01000213623047,240511500.0,89.27306365966797
2010-02-11,108.25,106.25,106.87000274658203,108.12999725341797,223591600.0,90.20740509033203
2010-02-12,108.0999984741211,106.51000213623047,106.98999786376953,108.04000091552734,304622100.0,90.13232421875
2010-02-16,109.8499984741211,107.81999969482422,108.86000061035156,109.73999786376953,159317500.0,91.55055236816406
2010-02-17,110.41000366210938,109.73999786376953,110.2699966430664,110.26000213623047,168845100.0,91.98435974121094
2010-02-18,111.13999938964844,110.04000091552734,110.08000183105469,110.91000366210938,193708600.0,92.5266342163086
2010-02-19,111.56999969482422,110.36000061035156,110.62000274658203,111.13999938964844,222684900.0,92.71849060058594
2010-02-22,111.58000183105469,110.83000183105469,111.55000305175781,111.16000366210938,132346900.0,92.73517608642578
2010-02-23,111.19999694824219,109.5199966430664,110.86000061035156,109.80999755859375,207497000.0,91.60894775390625
2010-02-24,111.0,109.86000061035156,110.13999938964844,110.81999969482422,176350700.0,92.45155334472656
2010-02-25,110.75,108.94000244140625,109.23999786376953,110.66999816894531,259634700.0,92.32640075683594
2010-02-26,111.12000274658203,110.11000061035156,110.7699966430664,110.73999786376953,173589300.0,92.38480377197266
2010-03-01,112.0,111.16999816894531,111.19999694824219,111.88999938964844,147709700.0,93.34417724609375
2010-03-02,112.73999786376953,112.0,112.37000274658203,112.19999694824219,160992400.0,93.60279083251953
2010-03-03,112.97000122070312,112.0199966430664,112.48999786376953,112.30000305175781,150785000.0,93.68621826171875
2010-03-04,112.80000305175781,112.02999877929688,112.44999694824219,112.63999938964844,135770400.0,93.96986389160156
2010-03-05,114.33999633789062,113.0999984741211,113.37000274658203,114.25,176118800.0,95.31299591064453
2010-03-08,114.5199966430664,114.06999969482422,114.26000213623047,114.2699966430664,114631200.0,95.32970428466797
2010-03-09,114.98999786376953,113.87000274658203,113.93000030517578,114.45999908447266,154556700.0,95.48821258544922
2010-03-10,115.27999877929688,114.41000366210938,114.51000213623047,114.97000122070312,186088800.0,95.91368865966797
2010-03-11,115.4800033569336,114.3499984741211,114.69999694824219,115.44999694824219,160791100.0,96.31413269042969
2010-03-12,115.97000122070312,115.13999938964844,115.94999694824219,115.45999908447266,162074800.0,96.32244873046875
2010-03-15,115.56999969482422,114.5999984741211,115.26000213623047,115.48999786376953,146816800.0,96.34748077392578
2010-03-16,116.5199966430664,115.48999786376953,115.80999755859375,116.41000366210938,168673000.0,97.11499786376953
2010-03-17,117.4800033569336,116.41999816894531,116.76000213623047,117.0999984741211,177468100.0,97.69062805175781
2010-03-18,117.2699966430664,116.56999969482422,117.11000061035156,117.04000091552734,196509100.0,97.64057922363281
2010-03-19,117.29000091552734,115.5199966430664,115.97000122070312,115.97000122070312,226641100.0,97.14632415771484
2010-03-22,116.80000305175781,115.23999786376953,115.30999755859375,116.58999633789062,184477800.0,97.66568756103516
2010-03-23,117.51000213623047,116.37999725341797,116.76000213623047,117.41000366210938,182941600.0,98.35260009765625
2010-03-24,117.43000030517578,115.58000183105469,116.97000122070312,116.83999633789062,196072600.0,97.87512969970703
2010-03-25,118.16999816894531,116.51000213623047,117.62999725341797,116.6500015258789,223396300.0,97.71598052978516
2010-03-26,117.41999816894531,116.12000274658203,116.87000274658203,116.58000183105469,205808500.0,97.65731811523438
2010-03-29,117.52999877929688,116.69000244140625,117.16999816894531,117.31999969482422,134513500.0,98.27720642089844
2010-03-30,117.83000183105469,116.91000366210938,117.45999908447266,117.4000015258789,145772500.0,98.34423065185547
2010-03-31,117.5199966430664,116.61000061035156,116.94999694824219,117.0,161078700.0,98.0091323852539
2010-04-01,118.25,117.0999984741211,117.80000305175781,117.80000305175781,161215200.0,98.67931365966797
2010-04-05,118.83999633789062,117.91999816894531,118.25,118.76000213623047,105847600.0,99.48345184326172
2010-04-06,119.25,118.29000091552734,118.41999816894531,119.04000091552734,110384200.0,99.71802520751953
2010-04-07,119.36000061035156,117.80999755859375,118.80000305175781,118.36000061035156,184576300.0,99.14839935302734
2010-04-08,118.97000122070312,117.5999984741211,117.94999694824219,118.7699966430664,158704000.0,99.49185943603516
2010-04-09,119.5999984741211,118.80000305175781,119.0199966430664,119.55000305175781,133006500.0,100.14525604248047
2010-04-12,120.05000305175781,119.55999755859375,119.69999694824219,119.73999786376953,110279000.0,100.30440521240234
2010-04-13,120.04000091552734,119.0,119.62000274658203,119.83000183105469,125043600.0,100.37979125976562
2010-04-14,121.19000244140625,120.08000183105469,120.2699966430664,121.19000244140625,161609000.0,101.51904296875
2010-04-15,121.56999969482422,120.94999694824219,120.98999786376953,121.29000091552734,144615300.0,101.60279083251953
2010-04-16,121.29000091552734,118.75,120.86000061035156,119.36000061035156,366786700.0,99.98606872558594
