,ts_code,name,count,exchange,list_date,type
2123,884238.TI,血液制品,6.0,A,20210730,I
2124,884239.TI,疫苗,10.0,A,20210730,I
2125,884240.TI,其他生物制品,29.0,A,20210730,I
2126,884242.TI,医疗耗材,37.0,A,20210730,I
2127,884243.TI,体外诊断,38.0,A,20210730,I
2128,884244.TI,医疗研发外包,22.0,A,20210730,I
2129,884245.TI,其他医疗服务,22.0,A,20210730,I
2130,884246.TI,电能综合服务,14.0,A,20210730,I
2131,884247.TI,商业地产,9.0,A,20210730,I
2132,884248.TI,房地产服务Ⅲ,8.0,A,20210730,I
2133,884249.TI,国有大型银行,6.0,A,20210730,I
2134,884250.TI,股份制银行,9.0,A,20210730,I
2135,884251.TI,城商行,17.0,A,20210730,I
2136,884252.TI,农商行,10.0,A,20210730,I
2137,884253.TI,其他银行,,A,20210730,I
2138,884254.TI,旅游零售,1.0,A,20210730,I
2139,884255.TI,互联网电商Ⅲ,15.0,A,20210730,I
2140,884256.TI,教育Ⅲ,21.0,A,20210730,I
2141,884257.TI,专业服务,23.0,A,20210730,I
2142,884258.TI,体育,3.0,A,20210730,I
2143,884259.TI,其他社会服务Ⅲ,,A,20210730,I
2144,884260.TI,游戏,34.0,A,20210730,I
2145,884261.TI,数字媒体,13.0,A,20210730,I
2146,884262.TI,通信网络设备及器件,31.0,A,20210730,I
2147,884263.TI,通信线缆及配套,11.0,A,20210730,I
2148,884264.TI,通信终端及配件,26.0,A,20210730,I
2149,884265.TI,其他通信设备,11.0,A,20210730,I
2150,884266.TI,军工电子,44.0,A,20210730,I
2151,884267.TI,大气治理,8.0,A,20210730,I
2152,884268.TI,水务及水治理,42.0,A,20210730,I
2153,884269.TI,固废治理,27.0,A,20210730,I
2154,884270.TI,综合环境治理,24.0,A,20210730,I
2155,884271.TI,个护用品,13.0,A,20210730,I
2156,884272.TI,化妆品,13.0,A,20210730,I
2157,884273.TI,医疗美容,3.0,A,20210730,I
2158,884274.TI,IT服务,114.0,A,20210730,I
